date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:08:04	15280/15280	------	200	untouched ('')	application/octet-stream	date:Mon,%2013%20Mar%202023%2018:27:29%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
00:08:04	7889/7889	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:30%20GMT	https://www.classcentral.com/subject/data-science	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/data-science.30.delayed	(from https://www.classcentral.com/)
00:08:04	6868/6868	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:38:45%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
00:08:04	8057/8057	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:31%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/programming-and-software-development.31.delayed	(from https://www.classcentral.com/)
00:08:04	9684/9684	------	200	untouched ('')	application/octet-stream	date:Mon,%2013%20Mar%202023%2018:27:29%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
00:08:04	7963/7963	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:31%20GMT	https://www.classcentral.com/subject/personal-development	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/personal-development.32.delayed	(from https://www.classcentral.com/)
00:08:04	7376/7376	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:48:31%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
00:08:04	7844/7844	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:32%20GMT	https://www.classcentral.com/subject/infosec	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/infosec.33.delayed	(from https://www.classcentral.com/)
00:08:04	8444/8444	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:38:45%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
00:08:04	5804/5804	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:38:45%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	302	error ('Found')	text/html	date:Tue,%2014%20Mar%202023%2004:53:32%20GMT	https://www.classcentral.com/new-online-courses	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/new-online-courses.38.delayed	(from https://www.classcentral.com/)
00:08:04	14960/14960	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:38:45%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	302	error ('Found')	text/html	date:Tue,%2014%20Mar%202023%2004:53:33%20GMT	https://www.classcentral.com/most-popular-courses	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/most-popular-courses.3a.delayed	(from https://www.classcentral.com/)
00:08:04	16112/16112	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:48:31%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
00:08:04	8055/8055	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:40%20GMT	https://www.classcentral.com/subject/ai	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/ai.3b.delayed	(from https://www.classcentral.com/)
00:08:04	6816/6816	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:38:45%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
00:08:04	8073/8073	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:40%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/algorithms-and-data-structures.3c.delayed	(from https://www.classcentral.com/)
00:08:04	9696/9696	------	200	untouched ('')	application/octet-stream	date:Tue,%2014%20Mar%202023%2002:58:19%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:35%20GMT	https://www.classcentral.com/subject/internet-of-things	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/internet-of-things.3d.delayed	(from https://www.classcentral.com/)
00:08:04	7244/7244	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:38:45%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
00:08:04	7995/7995	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:41%20GMT	https://www.classcentral.com/subject/information-technology	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/information-technology.3e.delayed	(from https://www.classcentral.com/)
00:08:04	8248/8248	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:38:45%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
00:08:04	7939/7939	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:36%20GMT	https://www.classcentral.com/subject/computer-networking	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/computer-networking.3f.delayed	(from https://www.classcentral.com/)
00:08:04	5784/5784	------	200	untouched ('')	application/octet-stream	date:Mon,%2013%20Mar%202023%2018:37:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:38%20GMT	https://www.classcentral.com/subject/devops	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/devops.41.delayed	(from https://www.classcentral.com/)
00:08:04	15016/15016	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:48:31%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
00:08:04	7870/7870	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:39%20GMT	https://www.classcentral.com/subject/deep-learning	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/deep-learning.42.delayed	(from https://www.classcentral.com/)
00:08:04	15948/15948	------	200	untouched ('')	application/octet-stream	date:Mon,%2013%20Mar%202023%2018:27:29%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
00:08:04	7889/7889	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:39%20GMT	https://www.classcentral.com/subject/cryptography	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/cryptography.43.delayed	(from https://www.classcentral.com/)
00:08:04	6696/6696	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:48:31%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
00:08:04	7871/7871	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:41%20GMT	https://www.classcentral.com/subject/hci	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/hci.45.delayed	(from https://www.classcentral.com/)
00:08:04	9540/9540	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:48:31%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:41%20GMT	https://www.classcentral.com/subject/distributed-systems	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/distributed-systems.46.delayed	(from https://www.classcentral.com/)
00:08:04	7360/7360	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:48:31%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:42%20GMT	https://www.classcentral.com/subject/blockchain	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/blockchain.47.delayed	(from https://www.classcentral.com/)
00:08:04	8280/8280	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:38:45%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:42%20GMT	https://www.classcentral.com/subject/operating-systems	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/operating-systems.48.delayed	(from https://www.classcentral.com/)
00:08:04	5676/5676	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:48:31%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:42%20GMT	https://www.classcentral.com/subject/computer-graphics	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/computer-graphics.49.delayed	(from https://www.classcentral.com/)
00:08:04	14808/14808	------	200	untouched ('')	application/octet-stream	date:Sun,%2012%20Mar%202023%2021:48:31%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:44%20GMT	https://www.classcentral.com/subject/disease-and-disorders	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/disease-and-disorders.4b.delayed	(from https://www.classcentral.com/)
00:08:04	15764/15764	------	200	untouched ('')	application/octet-stream	date:Mon,%2013%20Mar%202023%2018:27:29%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
00:08:04	8126/8126	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:45%20GMT	https://www.classcentral.com/subject/public-health	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/public-health.4c.delayed	(from https://www.classcentral.com/)
00:08:04	602203/602203	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:33%20GMT	https://www.classcentral.com/rankings	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
00:08:04	595031/595031	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:33%20GMT	https://www.classcentral.com/collections	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
00:08:04	898543/898543	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:25%20GMT	https://www.classcentral.com/subject/cs	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
00:08:04	7882/7882	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:44%20GMT	https://www.classcentral.com/subject/health-care	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/health-care.4d.delayed	(from https://www.classcentral.com/)
00:08:04	849586/849586	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:27%20GMT	https://www.classcentral.com/subject/health	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
00:08:04	817597/817597	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:28%20GMT	https://www.classcentral.com/subject/maths	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/maths.html	(from https://www.classcentral.com/)
00:08:04	789640/789640	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:34%20GMT	https://www.classcentral.com/subject/education	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/education.html	(from https://www.classcentral.com/)
00:08:04	824446/824446	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:30%20GMT	https://www.classcentral.com/subject/art-and-design	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/art-and-design.html	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:45%20GMT	https://www.classcentral.com/subject/nursing	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/nursing.4e.delayed	(from https://www.classcentral.com/)
00:08:04	3034520/3034520	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:35%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
00:08:04	170337/170337	------	200	untouched ('OK')	text/html	date:Mon,%2013%20Mar%202023%2020:32:09%20GMT	https://www.classcentral.com/report/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
00:08:04	839728/839728	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:35%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
00:08:04	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/proyecto_final/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
00:08:04	198080/198080	------	200	untouched ('OK')	text/html	date:Mon,%2013%20Mar%202023%2008:06:29%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
00:08:04	145268/145268	------	200	untouched ('OK')	text/html	date:Mon,%2013%20Mar%202023%2017:04:34%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
00:08:04	153328/153328	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2001:06:15%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
00:08:04	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:45%20GMT	https://www.classcentral.com/subject/anatomy	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/anatomy.4f.delayed	(from https://www.classcentral.com/)
00:08:04	176623/176623	------	200	untouched ('OK')	text/html	date:Mon,%2013%20Mar%202023%2021:06:01%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
00:08:04	178436/178436	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2001:13:24%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
00:08:04	823305/823305	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:38%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
00:08:04	512563/512563	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2003:05:16%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
00:08:04	412800/412800	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2000:04:40%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
00:08:05	187991/187991	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2000:05:18%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
00:08:05	840828/840828	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:39%20GMT	https://www.classcentral.com/starting-this-month	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
00:08:05	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:46%20GMT	https://www.classcentral.com/subject/veterinary-science	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/veterinary-science.50.delayed	(from https://www.classcentral.com/)
00:08:05	773614/773614	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:40%20GMT	https://www.classcentral.com/new-online-courses/february-2023	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/new-online-courses/february-2023.html	(from https://www.classcentral.com/)
00:08:05	140677/140677	------	200	untouched ('OK')	text/html	date:Mon,%2013%20Mar%202023%2008:08:58%20GMT	https://www.classcentral.com/report/most-popular-march-2023/	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/report/most-popular-march-2023/index.html	(from https://www.classcentral.com/)
00:08:05	840889/840889	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:37%20GMT	https://www.classcentral.com/subject/machine-learning	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/machine-learning.html	(from https://www.classcentral.com/)
00:08:05	752146/752146	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:40%20GMT	https://www.classcentral.com/subject/quantum-computing	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/quantum-computing.html	(from https://www.classcentral.com/)
00:08:05	820269/820269	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:43%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/nutrition-and-wellness.html	(from https://www.classcentral.com/)
00:08:05	156/156	------	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2014%20Mar%202023%2004:53:48%20GMT	https://www.classcentral.com/subject/statistics	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/statistics.52.delayed	(from https://www.classcentral.com/)
00:08:05	715255/715255	------	200	untouched ('OK')	text/html	date:Tue,%2014%20Mar%202023%2004:53:47%20GMT	https://www.classcentral.com/subject/cme	C:/My%20Web%20Sites/proyecto_final/www.classcentral.com/subject/cme.html	(from https://www.classcentral.com/)
